City,Country,Lat,Lng,Date,Cloudiness,Humidity,Max Temp,Wind Speed
ayagoz,KZ,47.97139,80.439171,1569207600,100,24,74.79,23.51
aasiaat,GL,68.709808,-52.86988100000001,1569207600,100,74,39.83,8.34
shieli,KZ,44.166672,66.75,1569207600,0,43,56.14,4.94
santa isabel do rio negro,BR,-0.41389,-65.019173,1569207600,34,95,74.21,2.64
kyaiklat,MM,16.433331,95.73333,1569207600,95,70,87.75,7.99
tres lagoas,BR,-20.75111,-51.678329,1569207600,0,63,71.69,16.4
honiara,SB,-9.43333,159.949997,1569207600,100,78,86.02,16.71
murbad,IN,19.25,73.400002,1569207600,0,85,84.04,3.56
ribas do rio pardo,BR,-20.44306,-53.759171,1569207600,0,55,75.11,12.37
saint-georges,CA,46.624748,-72.65772199999998,1569207600,100,90,69.44,10.07
tynda,RU,55.166672,124.716667,1569207600,23,61,52.43,9.6
tanashi,JP,35.723888,139.52221699999998,1569207600,100,46,96.1,22.15
opuwo,,-18.06068,13.83998,1569207600,0,69,57.11,0.6
khandyga,RU,62.666672,135.600006,1569207600,100,92,37.35,3.36
chateau-thierry,FR,49.049999,3.4,1569207600,2,94,53.42,9.24
sidrolandia,BR,-20.93194,-54.961391000000006,1569207600,0,43,75.83,16.35
zhuhai,CN,22.276939,113.56778,1569207600,0,37,88.9,10.38
oistins,BB,13.06667,-59.533329,1569207600,100,78,81.41,21.7
sassandra,CI,4.95,-6.08333,1569207600,95,98,72.59,1.43
port moresby,PG,-9.44314,147.17971799999995,1569207600,100,83,81.41,22.37
camana,PE,-16.62278,-72.711113,1569207600,92,92,58.19,6.87
puerto baquerizo moreno,EC,-0.9,-89.599998,1569207600,74,81,66.58,9.93
labuhan,ID,-6.8844,112.205101,1569207600,67,38,103.01,9.19
dalvik,IS,65.970177,-18.52861,1569207600,100,88,55.24,2.26
terrace,CA,54.516338,-128.603455,1569207600,90,90,43.97,4.34
gilleleje,DK,56.12196,12.31056,1569207600,0,84,54.95,24.7
vila velha,BR,-20.32972,-40.2925,1569207600,100,96,69.62,9.98
sernur,RU,56.933331,49.15361,1569207600,100,96,31.91,11.61
cumpas,MX,29.98333,-109.783333,1569207600,17,90,67.91,1.83
mandera,KE,3.93663,41.867008,1569207600,0,67,73.49,8.5
brae,GB,60.396351,-1.35296,1569207600,7,92,54.05,19.86
nakusp,CA,50.24987,-117.80226100000002,1569207600,100,98,48.11,5.39
ko samui,TH,9.53567,99.935669,1569207600,100,81,80.33,10.25
chermoz,RU,58.786961,56.148941,1569207600,20,89,33.17,3.87
nabire,ID,-3.36667,135.483337,1569207600,94,64,89.22,2.55
beringovskiy,RU,63.049999,179.316666,1569207600,100,47,37.78,12.1
smithers,CA,54.780361,-127.174278,1569207600,0,82,39.83,4.07
cabedelo,BR,-6.98111,-34.833889,1569207600,67,95,72.63,4.5
sibolga,ID,1.7427,98.779198,1569207600,44,81,80.44,10.71
alofi,NU,-19.059521,-169.918671,1569207600,78,67,73.49,20.8
araouane,ML,18.90476,-3.5264900000000003,1569207600,0,9,92.21,5.44
funtua,NG,11.52325,7.30813,1569207600,0,81,71.51,4.29
sembakung,ID,3.81667,117.25,1569207600,78,54,97.97,2.73
humaita,BR,-7.50611,-63.020828,1569207600,100,89,75.11,3.29
taoudenni,ML,22.678329,-3.98361,1569207600,0,10,91.13,7.7
kannauj,IN,27.0546,79.92199699999998,1569207600,100,84,77.49,8.39
sawakin,SD,19.1059,37.3321,1569207600,0,63,77.27,1.52
sechura,PE,-5.55694,-80.82222,1569207600,10,91,62.51,11.12
finschhafen,PG,-6.60243,147.868134,1569207600,100,98,67.73,4.68
piacabucu,BR,-10.40556,-36.434441,1569207600,30,90,74.71,7.61
tommot,RU,58.95639,126.292503,1569207600,100,81,42.31,7.61
pyay,MM,18.816669,95.216667,1569207600,100,85,85.01,3.56
abakaliki,NG,6.31625,8.11691,1569207600,100,96,76.23,6.31
vasai,IN,19.47,72.8,1569207600,5,84,81.23,11.41
rio gallegos,AR,-51.622608,-69.218132,1569207600,85,82,43.39,20.45
sioux lookout,CA,50.100071,-91.916969,1569207600,12,85,48.83,0.92
toamasina,MG,-18.16667,49.383331,1569207600,92,97,66.0,1.97
usinsk,RU,65.993889,57.528061,1569207600,100,95,32.27,16.98
zhumadian,CN,32.979439,114.029442,1569207600,0,40,90.63,2.28
oranjemund,,-28.549999,16.433331,1569207600,0,79,56.39,27.04
jhargram,IN,22.450001,86.98333000000002,1569207600,100,76,89.44,6.26
vrbove,SK,48.619732,17.722601,1569207600,100,50,55.29,3.38
muravlenko,RU,63.789768,74.52301,1569207600,96,83,39.65,29.62
enugu,NG,6.4402,7.4943,1569207600,97,95,74.39,1.74
dumbea,NC,-22.15,166.449997,1569207600,91,58,77.68,7.94
jimo,CN,36.389721,120.462219,1569207600,0,30,92.86,13.82
nyrob,RU,60.733002,56.720242000000006,1569207600,0,93,30.22,1.9
baherden,TM,38.436241,57.43158,1569207600,0,71,55.96,10.13
grimshaw,CA,56.18339200000001,-117.602699,1569207600,100,68,53.33,6.91
narnaul,IN,28.044439,76.10833000000002,1569207600,0,71,83.35,7.74
cocobeach,GA,1.00019,9.58228,1569207600,100,88,78.75,12.39
garissa,KE,-0.45355,39.64011,1569207600,59,79,71.87,12.75
zhatay,RU,62.159439,129.829437,1569207600,97,91,43.32,10.63
llangefni,GB,53.255611,-4.3106300000000015,1569207600,4,87,57.29,13.58
abu dhabi,AE,24.466669,54.366669,1569207600,3,57,89.51,10.76
trairi,BR,-3.2777800000000004,-39.26889,1569207600,31,85,72.91,8.1
lolodorf,CM,3.23333,10.73333,1569207600,100,99,70.61,0.78
bambanglipuro,ID,-7.95,110.283333,1569207600,72,85,75.54,25.61
moranbah,AU,-22.001631,148.046616,1569207600,0,27,93.11,16.44
miyako,JP,39.636669,141.952499,1569207600,100,97,62.8,7.45
houma,US,29.59577,-90.719528,1569207600,0,91,74.14,4.18
bah,IN,26.870001,78.597504,1569207600,67,84,79.61,9.91
hobyo,SO,5.3505,48.526798,1569207600,29,82,74.21,17.0
snasa,NO,64.24569699999999,12.37779,1569207600,100,74,34.07,6.22
saharsa,IN,25.883329,86.599998,1569207600,44,67,90.95,7.52
am timan,TD,11.0297,20.2827,1569207600,5,90,73.49,3.36
kosonsoy,UZ,41.256111,71.550827,1569207600,34,29,68.59,2.86
berani,PK,25.785,68.806862,1569207600,0,50,91.67,11.32
kihei,US,20.785,-156.465561,1569207600,17,82,82.6,22.59
boyolangu,ID,-8.1181,111.893501,1569207600,85,59,85.59,9.28
sal rei,CV,16.183331,-22.91667,1569207600,96,79,78.53,13.78
elizabeth city,US,36.294601,-76.251053,1569207600,0,84,67.01,6.13
ketou,BJ,7.36332,2.59978,1569207600,100,96,72.59,3.02
asau,RO,46.433331,26.4,1569207600,88,64,46.06,1.79
waddan,LY,29.1614,16.139039999999998,1569207600,0,55,68.99,5.82
caernarfon,GB,53.14125799999999,-4.27016,1569207600,4,87,57.29,13.58
kulhudhuffushi,MV,6.62207,73.06997700000002,1569207600,100,77,83.32,15.9
bom jesus da lapa,BR,-13.255,-43.41806,1569207600,5,50,72.05,6.76
marsh harbour,BS,26.541241,-77.063599,1569207600,100,80,78.53,19.51
fernandopolis,BR,-20.28389,-50.246391,1569207600,0,61,70.97,18.95
goundam,ML,16.41453,-3.67075,1569207600,0,24,92.21,10.56
tromso,NO,69.648903,18.95508,1569207600,88,62,41.81,7.78
kochki,RU,54.335831000000006,80.48056,1569207600,100,88,51.89,19.37
aklavik,CA,68.219131,-135.010712,1569207600,100,93,39.94,8.68
nouadhibou,MR,20.930981,-17.034651,1569207600,0,77,73.99,21.99
jacareacanga,BR,-6.22222,-57.75278100000001,1569207600,62,95,74.21,3.89
awash,ET,8.98333,40.166672,1569207600,59,69,71.33,3.33
oktyabrskoye,RU,43.06451,44.741711,1569207600,0,56,43.9,3.96
plant city,US,28.018629,-82.11286199999998,1569207600,29,70,75.83,13.02
kirakira,SB,-10.45442,161.920456,1569207600,19,72,81.59,19.55
port-cartier,CA,50.03339,-66.865448,1569207600,100,92,65.93,7.99
gwadar,PK,25.12163,62.32540899999999,1569207600,0,73,84.79,5.3
prince rupert,CA,54.316139,-130.320114,1569207600,36,79,52.61,4.43
santee,US,32.838379,-116.973923,1569207600,82,53,75.11,2.21
sheltozero,RU,61.366669,35.366669,1569207600,100,84,38.57,19.93
ust-koksa,RU,50.2696,85.610802,1569207600,90,39,66.61,11.65
sokoni,TZ,-6.4333300000000015,39.549999,1569207600,49,77,78.35,14.99
sorland,NO,67.666962,12.69343,1569207600,100,66,46.31,11.92
santiago del estero,AR,-27.795111,-64.26149000000001,1569207600,0,30,60.53,10.38
rongcheng,CN,30.63398,117.8517,1569207600,0,36,81.59,7.49
kapuskasing,CA,49.416939,-82.433083,1569207600,100,94,58.12,7.54
